,CoreFX,CoreCLR,Roslyn,Rust,Kubernetes
550,1.0,5.0,1.0,21.0,2.0
551,1.0,158.0,1.0,1.0,34.0
552,173.0,4.0,1.0,1.0,2.0
553,1.0,7.0,1.0,1.0,1.0
554,1.0,7.0,1.0,1.0,12.0
555,6.0,8.0,1.0,33.0,2.0
556,10.0,52.0,1.0,2.0,10.0
557,4.0,2.0,2.0,12.0,60.0
558,1.0,11.0,29.0,1.0,23.0
559,2.0,4.0,3.0,5.0,42.0
560,1.0,1.0,11.0,39.0,43.0
561,2.0,2.0,88.0,10.0,93.0
562,4.0,3.0,17.0,77.0,246.0
563,4.0,1.0,1.0,10.0,4.0
564,1.0,54.0,33.0,1.0,1.0
565,2.0,192.0,17.0,42.0,1.0
566,33.0,1.0,36.0,4.0,6.0
567,1.0,188.0,1.0,3.0,1.0
568,2.0,46.0,3.0,30.0,3.0
569,3.0,1.0,12.0,22.0,2.0
570,3.0,6.0,1.0,1.0,63.0
571,8.0,3.0,1.0,1.0,1.0
572,1.0,2.0,1.0,1.0,5.0
573,1.0,1.0,1.0,2.0,25.0
574,1.0,34.0,1.0,1.0,9.0
575,101.0,2.0,2.0,1.0,8.0
576,1.0,1.0,1.0,1.0,16.0
577,1.0,6.0,1.0,4.0,2.0
578,2.0,2.0,1.0,7.0,5.0
579,2.0,2.0,33.0,6.0,3.0
580,23.0,161.0,92.0,7.0,2.0
581,7.0,1.0,6.0,1.0,1.0
582,2.0,1.0,2.0,77.0,23.0
583,7.0,89.0,3.0,3.0,64.0
584,1.0,5.0,3.0,6.0,1.0
585,3.0,4.0,1.0,1.0,7.0
586,3.0,11.0,1.0,10.0,5.0
587,2.0,1.0,9.0,262.0,2.0
588,3.0,6.0,1.0,1.0,13.0
589,1.0,48.0,14.0,249.0,2.0
590,1.0,1.0,3.0,1.0,1.0
591,4.0,5.0,2.0,1.0,14.0
592,1.0,39.0,1.0,1.0,1.0
593,1.0,48.0,42.0,1.0,89.0
594,1.0,1.0,51.0,1.0,1.0
595,3.0,16.0,1.0,173.0,5.0
596,7.0,2.0,10.0,2.0,15.0
597,2.0,2.0,49.0,1.0,1.0
