CoreFX,CoreCLR,Roslyn,Rust,Kubernetes
1.0,1.0,1.0,3.0,3
1.0,2.0,1.0,13.0,1
8.0,1.0,1.0,45.0,1
2.0,37.0,1.0,1.0,4
4.0,10.0,2.0,4.0,102
1.0,4.0,1.0,1.0,5
1.0,24.0,1.0,8.0,9
1.0,10.0,1.0,1.0,1
1.0,1.0,1.0,3.0,213
1.0,1.0,1.0,1.0,2
2.0,17.0,4.0,1.0,15
1.0,6.0,41.0,35.0,1
1.0,1.0,6.0,5.0,1
1.0,1.0,141.0,1.0,54
41.0,3.0,3.0,108.0,119
178.0,1.0,3.0,8.0,101
2.0,3.0,42.0,1.0,76
1.0,43.0,2.0,3.0,2
6.0,53.0,1.0,13.0,1
1.0,65.0,2.0,3.0,1
3.0,1.0,1.0,7.0,28
3.0,1.0,106.0,1.0,19
1.0,4.0,203.0,3.0,49
11.0,25.0,1.0,1.0,2
3.0,2.0,6.0,1.0,5
3.0,4.0,41.0,1.0,18
1.0,1.0,13.0,2.0,1
7.0,3.0,18.0,9.0,1
1.0,3.0,8.0,13.0,1
3.0,2.0,29.0,2.0,9
26.0,5.0,1.0,273.0,1
44.0,14.0,6.0,6.0,1
1.0,1.0,200.0,28.0,3
45.0,1.0,160.0,1.0,43
1.0,22.0,38.0,9.0,5
5.0,1.0,1.0,1.0,44
1.0,1.0,18.0,1.0,2
1.0,3.0,123.0,4.0,29
1.0,1.0,2.0,1.0,1
19.0,9.0,3.0,1.0,5
1.0,2.0,216.0,7.0,109
26.0,3.0,3.0,1.0,56
35.0,239.0,27.0,2.0,2
6.0,155.0,1.0,1.0,27
1.0,6.0,3.0,1.0,3
1.0,5.0,2.0,1.0,1
1.0,2.0,1.0,21.0,4
1.0,1.0,1.0,499.0,10
6.0,2.0,6.0,76.0,68
17.0,3.0,58.0,5.0,5
1.0,18.0,2.0,2.0,10
4.0,9.0,1.0,19.0,488
24.0,2.0,13.0,25.0,16
2.0,9.0,12.0,1.0,4
1.0,2.0,2.0,6.0,1
5.0,3.0,33.0,42.0,1
69.0,1.0,146.0,73.0,4
7.0,4.0,15.0,1.0,31
2.0,2.0,6.0,1.0,1
2.0,1.0,1.0,1.0,9
2.0,4.0,17.0,3.0,2
51.0,3.0,24.0,1.0,1
3.0,16.0,15.0,1.0,16
27.0,12.0,13.0,1.0,9
3.0,1.0,1.0,65.0,12
8.0,2.0,1.0,26.0,37
2.0,7.0,1.0,35.0,16
1.0,2.0,7.0,2.0,1
14.0,87.0,1.0,4.0,1
6.0,1.0,1.0,1.0,1
9.0,6.0,1.0,39.0,1
12.0,5.0,1.0,3.0,1
9.0,11.0,1.0,4.0,1
2.0,1.0,1.0,1.0,1
2.0,1.0,1.0,1.0,35
6.0,2.0,1.0,1.0,1
1.0,5.0,1.0,3.0,50
1.0,40.0,1.0,1.0,3
1.0,36.0,50.0,1.0,1
2.0,1.0,2.0,2.0,1
8.0,3.0,91.0,6.0,69
2.0,1.0,1.0,59.0,62
1.0,14.0,3.0,1.0,1
1.0,1.0,53.0,1.0,1
1.0,1.0,16.0,3.0,2
2.0,3.0,2.0,2.0,37
3.0,1.0,2.0,2.0,6
7.0,3.0,8.0,1.0,1
1.0,1.0,1.0,38.0,6
1.0,20.0,141.0,1.0,5
14.0,2.0,1.0,1.0,60
1.0,7.0,183.0,48.0,11
1.0,1.0,1.0,6.0,1
409.0,15.0,34.0,6.0,25
9.0,21.0,21.0,2.0,2
1.0,6.0,28.0,3.0,1
4.0,5.0,9.0,1.0,11
1.0,1.0,32.0,1.0,1
1.0,2.0,11.0,2.0,4
1.0,1.0,1.0,1.0,3
1.0,33.0,181.0,6.0,1
1.0,7.0,89.0,28.0,2
1.0,1.0,43.0,2.0,61
8.0,5.0,1.0,239.0,1
1.0,66.0,8.0,2.0,1
1.0,76.0,101.0,14.0,117
3.0,37.0,1.0,19.0,36
1.0,2.0,113.0,1.0,1
1.0,1.0,2.0,2.0,1
1.0,1.0,62.0,5.0,7
1.0,11.0,5.0,3.0,1
